Word,Degree (norm),Degree (raw),Betweenness,Closeness
good,0.023101,66,0.000539,0.441167
interdict,0.00315,9,2.5e-05,0.387495
succeeded,0.0035,10,4e-05,0.38582
prosecuting,0.0035,10,5.4e-05,0.385508
counterfeiter,0.00595,17,5.6e-05,0.392553
fine,0.0035,10,2e-06,0.334583
imprisonment,0.00315,9,1e-06,0.334504
restitution,0.00315,9,1e-06,0.335329
guarantee,0.031852,91,0.001043,0.441713
aim,0.0035,10,9e-06,0.374689
verifiability,0.0035,10,3.3e-05,0.387075
origin,0.0035,10,5e-06,0.386342
legitimate,0.00245,7,4e-06,0.367744
examination,0.0077,22,1e-06,0.400589
deferred,0.068603,196,0.004336,0.485307
derived,0.00945,27,8.4e-05,0.409078
erosion,0.007,20,1.6e-05,0.387232
anti,0.00315,9,1e-06,0.351501
abuse,0.00315,9,1e-06,0.35094
expiration,0.00315,9,0.0,0.351371
lapse,0.00595,17,1.1e-05,0.366611
adjustment,0.032552,93,0.000431,0.434393
nondeductible,0.0049,14,1.7e-05,0.375427
intercompany,0.00525,15,2e-06,0.390301
realignments,0.0042,12,0.0,0.375328
principle,0.019951,57,0.000233,0.421697
treaty,0.00315,9,0.0,0.362012
taxation,0.0035,10,0.0,0.361554
subsidiary,0.033952,97,0.001756,0.457999
deductibility,0.0028,8,0.0,0.362288
attributable,0.014701,42,0.000325,0.432617
measurement,0.027651,79,0.001097,0.444669
attribute,0.0035,10,0.0,0.360096
prescribed,0.0035,10,0.0,0.36238
guidance,0.007,20,1.9e-05,0.37776
organisation,0.0035,10,6e-06,0.368028
oecd,0.0035,10,0.0,0.364135
association,0.0035,10,0.0,0.361143
contemplating,0.00315,9,1e-06,0.365345
standing,0.00315,9,0.0,0.366894
finalized,0.00315,9,0.0,0.362012
adopted,0.0098,28,6.6e-05,0.391907
employment,0.0084,24,2.2e-05,0.416655
likelihood,0.0091,26,5.8e-05,0.38447
adequacy,0.0035,10,0.0,0.363995
earthquake,0.00665,19,6e-05,0.381391
flood,0.0035,10,4e-06,0.364739
catastrophic,0.0035,10,2.6e-05,0.369503
located,0.014351,41,0.000518,0.385196
seismic,0.0035,10,2e-06,0.343018
near,0.0063,18,8.8e-05,0.394777
river,0.00315,9,2e-06,0.346513
flooding,0.00665,19,0.000165,0.36647
tsunami,0.00315,9,2e-06,0.344424
disrupted,0.00245,7,1e-05,0.355658
intensity,0.0035,10,1.3e-05,0.32911
drought,0.0035,10,1e-05,0.330863
wildfire,0.00315,9,3e-06,0.330289
storm,0.0028,8,1e-06,0.329908
sea,0.0028,8,2e-06,0.330136
rise,0.010151,29,0.000374,0.410666
terrorism,0.00525,15,1.5e-05,0.396585
heightened,0.00315,9,6.2e-05,0.376218
military,0.0028,8,2.2e-05,0.367365
likewise,0.00315,9,1.4e-05,0.392931
transportation,0.0035,10,7e-06,0.373415
incurrence,0.010151,29,0.000149,0.405421
unsecured,0.011901,34,0.000484,0.39358
mature,0.0035,10,8e-06,0.351977
calendar,0.012951,37,0.000146,0.398855
paper,0.021001,60,0.000155,0.432486
placement,0.0035,10,4e-06,0.364646
maximum,0.023451,67,0.00048,0.431376
mean,0.00245,7,0.0,0.350208
assured,0.00315,9,8e-06,0.36055
indebtedness,0.007,20,2.8e-05,0.388602
rating,0.022051,63,0.000189,0.443978
agency,0.012251,35,0.000117,0.421076
borrow,0.0035,10,2.9e-05,0.383954
issuance,0.025551,73,0.000911,0.435054
pending,0.018901,54,0.000959,0.433931
governed,0.00245,7,5e-06,0.367507
usable,0.0028,8,1.7e-05,0.37831
entrant,0.0028,8,3e-06,0.372782
sufficiently,0.0028,8,4.5e-05,0.361097
determined,0.028701,82,0.001014,0.445988
totality,0.0035,10,3.5e-05,0.375674
protected,0.00315,9,2.6e-05,0.38447
find,0.0063,18,0.00017,0.389184
disadvantage,0.0035,10,8e-06,0.370846
initiate,0.0035,10,0.0,0.383336
exclusive,0.0035,10,0.0,0.360096
assertion,0.007,20,4e-06,0.390087
existence,0.0028,8,2.2e-05,0.353065
secrecy,0.00245,7,4e-06,0.353589
economically,0.00665,19,0.000133,0.376119
practical,0.00805,23,0.000114,0.389715
advance,0.00875,25,0.000277,0.411257
infringes,0.0035,10,7e-06,0.382463
asserted,0.023101,66,0.000844,0.422383
alleging,0.00665,19,0.000201,0.414779
infringement,0.028001,80,0.004318,0.443909
merit,0.00595,17,7.9e-05,0.394178
consuming,0.0035,10,6e-05,0.384937
costly,0.00805,23,0.000141,0.394504
resistance,0.0028,8,2e-06,0.375526
unmeritorious,0.0056,16,6.1e-05,0.38073
indemnification,0.017851,51,0.000354,0.435386
cover,0.007,20,0.000412,0.396916
brought,0.0035,10,1.9e-05,0.38134
court,0.029051,83,0.004126,0.429624
predictable,0.0028,8,1.4e-05,0.329413
unusual,0.0028,8,8e-06,0.337109
arguably,0.0035,10,2.3e-05,0.346219
settled,0.011551,33,0.000613,0.406112
indemnify,0.00875,25,7.2e-05,0.396035
care,0.0035,10,2.5e-05,0.372442
safeguard,0.0035,10,2.7e-05,0.374149
attempt,0.00455,13,3e-05,0.370222
gain,0.037452,107,0.00088,0.458735
unauthorized,0.007,20,1.1e-05,0.395816
despite,0.00105,3,0.0,0.350853
server,0.00455,13,1e-06,0.402735
stored,0.0035,10,0.0,0.397357
vulnerable,0.0042,12,0.000185,0.367696
tampering,0.0014,4,1.1e-05,0.344217
theft,0.0014,4,0.0,0.34089
misuse,0.00175,5,1e-06,0.341175
malicious,0.00385,11,6.2e-05,0.361875
actor,0.0049,14,0.000415,0.381137
error,0.0091,26,0.000423,0.389609
inadvertent,0.00035,1,0.0,0.2804
compromise,0.0014,4,4e-06,0.356679
improperly,0.0021,6,0.000177,0.368123
processed,0.00665,19,0.001053,0.377511
accessed,0.0028,8,6.9e-05,0.344798
disclosed,0.010151,29,0.002395,0.389715
lost,0.00175,5,0.0,0.292366
stolen,0.0014,4,0.0,0.287049
occurrence,0.0014,4,0.0,0.353108
undermine,0.0035,10,3.7e-05,0.362058
implement,0.0035,10,1.7e-05,0.379819
vulnerability,0.011901,34,0.000446,0.411257
prioritization,0.00455,13,1e-05,0.362932
remedying,0.00315,9,0.0,0.361325
remedy,0.0035,10,1e-06,0.38447
deploying,0.00315,9,0.0,0.37821
release,0.0007,2,4e-06,0.379416
deciding,0.0035,10,0.0,0.393418
contain,0.011901,34,0.000265,0.413938
inevitably,0.0014,4,2.7e-05,0.348883
remedied,0.00175,5,0.0,0.349267
without,0.00945,27,0.000588,0.400028
compromising,0.00315,9,6.7e-05,0.357393
fix,0.00595,17,1.1e-05,0.386185
containing,0.0007,2,1.4e-05,0.350294
left,0.0007,2,0.0,0.319682
regulated,0.0014,4,2e-06,0.380325
restricting,0.00315,9,4e-05,0.351155
controlling,0.0035,10,4.3e-05,0.351199
collection,0.016101,46,0.001003,0.416108
processing,0.00385,11,1.8e-05,0.357796
border,0.0035,10,0.000116,0.360368
transmission,0.0035,10,0.00013,0.377311
encryption,0.00245,7,5e-06,0.363856
certification,0.0063,18,5e-06,0.41043
efficiency,0.0021,6,8e-06,0.384885
compliance,0.014351,41,0.000284,0.425339
analyst,0.0035,10,1.2e-05,0.361691
speculation,0.0035,10,7e-06,0.354335
press,0.0035,10,1.2e-05,0.371232
unrelated,0.00315,9,2e-06,0.379769
proposed,0.0035,10,3e-06,0.364832
virtually,0.00315,9,9e-06,0.374345
compensated,0.0035,10,1.3e-05,0.374492
owned,0.00665,19,0.000115,0.376565
site,0.010151,29,0.000141,0.408376
usa,0.0035,10,1.4e-05,0.343018
amsterdam,0.0035,10,1.4e-05,0.342402
netherlands,0.0035,10,1.5e-05,0.346892
singapore,0.00315,9,4e-06,0.346807
triangle,0.0035,10,6.6e-05,0.332171
park,0.00315,9,2e-05,0.319147
north,0.0028,8,1.5e-05,0.31904
carolina,0.00245,7,1.2e-05,0.318933
richardson,0.0021,6,8e-06,0.308765
texas,0.0028,8,2.1e-05,0.308831
leased,0.015401,44,0.000606,0.420456
australia,0.0049,14,0.000273,0.382463
belgium,0.00315,9,3.6e-05,0.335565
germany,0.00665,19,0.000108,0.386708
india,0.00385,11,2.2e-05,0.380021
mexico,0.0014,4,0.0,0.378912
poland,0.0028,8,3.8e-05,0.345884
suitable,0.0035,10,3e-06,0.365065
traded,0.00595,17,0.000195,0.399748
except,0.029401,84,0.000515,0.455444
average,0.032902,94,0.000325,0.449497
publicly,0.00315,9,9e-06,0.360823
approximate,0.00315,9,9e-06,0.363903
june,0.012601,36,0.000168,0.406633
authorized,0.016101,46,0.000578,0.413638
repurchase,0.030102,86,0.000516,0.443427
remaining,0.025551,73,0.000666,0.450915
termination,0.00805,23,1.2e-05,0.394287
majority,0.011901,34,0.000469,0.427055
restricted,0.022401,64,6.5e-05,0.426036
unit,0.030102,86,0.000884,0.43819
granted,0.012951,37,4.2e-05,0.412028
vest,0.0063,18,6.6e-05,0.380426
withheld,0.0049,14,2e-06,0.373806
treated,0.00245,7,9e-06,0.365954
vesting,0.00875,25,0.00011,0.401772
graph,0.0098,28,0.000242,0.410606
soliciting,0.0035,10,9e-06,0.368218
specifically,0.00875,25,0.00011,0.401772
five,0.00665,19,0.000191,0.403531
comparison,0.00525,15,2e-05,0.378461
cumulative,0.020301,58,0.000466,0.43301
index,0.012951,37,0.000402,0.413339
track,0.00315,9,4e-06,0.379164
reinvestment,0.0035,10,1.8e-05,0.36746
dividend,0.034652,99,0.000947,0.451485
variance,0.015051,43,8e-06,0.425275
administrative,0.010851,31,2.5e-05,0.402281
diluted,0.012601,36,0.001115,0.41824
assist,0.0007,2,4e-06,0.303226
executing,0.00105,3,1.2e-05,0.318897
partially,0.022051,63,0.000106,0.440827
driving,0.0028,8,6e-06,0.35811
profitable,0.00245,7,2e-06,0.357796
flat,0.0021,6,0.0,0.390461
week,0.00665,19,0.000366,0.403474
thus,0.00035,1,0.0,0.287511
reflect,0.011201,32,0.000678,0.413578
extra,0.0014,4,0.0,0.352803
largely,0.0014,4,0.0,0.346934
revising,0.00175,5,1e-06,0.344882
collectively,0.014001,40,5e-05,0.42351
excluding,0.0035,10,6e-06,0.36798
bricm,0.00035,1,0.0,0.347525
exception,0.0035,10,4e-06,0.386133
fourth,0.011201,32,0.000342,0.412504
snapshot,0.0007,2,0.0,0.310105
respectively,0.064753,185,0.002063,0.482357
lesser,0.0084,24,0.000154,0.388021
equivalent,0.031852,91,0.001121,0.450915
preparation,0.011901,34,4.2e-05,0.394015
conformity,0.0049,14,1e-06,0.37987
accepted,0.011901,34,2.4e-05,0.395816
accompanying,0.00805,23,7.1e-05,0.402905
describes,0.0028,8,1.3e-05,0.365252
described,0.013651,39,0.000305,0.431376
distinct,0.016451,47,5.7e-05,0.428464
separate,0.015051,43,0.00022,0.422883
readily,0.00665,19,3.9e-05,0.406401
separately,0.00945,27,1.3e-05,0.416351
identifiable,0.00665,19,6e-06,0.410194
classify,0.013301,38,0.000243,0.421262
promised,0.0063,18,0.0,0.401151
occurs,0.00315,9,0.0,0.398466
contractual,0.041652,119,0.001355,0.461327
electronic,0.0035,10,0.0,0.392769
download,0.0063,18,7e-06,0.394123
transferred,0.00665,19,2.5e-05,0.401264
receives,0.00455,13,1e-06,0.396806
upfront,0.0049,14,2e-06,0.381187
ratably,0.00945,27,0.000112,0.420209
possession,0.0035,10,0.0,0.383593
satisfied,0.0063,18,2.7e-05,0.393093
consumes,0.0035,10,0.0,0.40132
handling,0.0042,12,0.0,0.394504
allocated,0.00945,27,0.000167,0.406112
ssp,0.00945,27,0.0,0.419407
estimated,0.033252,95,0.000362,0.444047
determination,0.017501,50,0.000206,0.424706
evidence,0.018901,54,0.000493,0.435518
observable,0.023101,66,0.000588,0.446197
identifying,0.010501,30,4.7e-05,0.403076
variable,0.025901,74,0.000142,0.445571
penalty,0.016801,48,7.3e-05,0.408201
usage,0.00315,9,0.0,0.371328
applying,0.0028,8,0.0,0.360641
utilization,0.00315,9,0.0,0.379365
deviate,0.00315,9,7e-06,0.369026
detail,0.012251,35,1.7e-05,0.397081
possibility,0.00245,7,5e-06,0.352716
ordinary,0.011201,32,7.5e-05,0.399245
accrued,0.00875,25,4.9e-05,0.393526
probable,0.00245,7,2e-06,0.349181
accrual,0.013651,39,0.000162,0.41629
adjusted,0.00455,13,2.6e-05,0.378862
allocating,0.0028,8,1e-06,0.363995
technique,0.00525,15,2.6e-05,0.378862
represents,0.011551,33,0.000201,0.408668
residual,0.013301,38,0.00018,0.416108
measuring,0.011901,34,0.000261,0.401772
noncontrolling,0.00595,17,7.1e-05,0.3853
contingent,0.0098,28,0.000123,0.408201
participant,0.018201,52,0.000782,0.411434
orderly,0.0049,14,2.4e-05,0.384367
accordance,0.023101,66,0.000389,0.441918
nonfinancial,0.00315,9,1.8e-05,0.376516
performed,0.00385,11,1.3e-05,0.365813
sensitivity,0.0035,10,4e-06,0.34146
hypothetical,0.015051,43,0.000571,0.420456
calculation,0.00665,19,0.000231,0.384729
weighted,0.019251,55,3.5e-05,0.43066
finite,0.012951,37,7.3e-05,0.411257
whenever,0.00805,23,9e-06,0.380832
exist,0.00665,19,8e-05,0.383954
measured,0.022751,65,0.000233,0.423824
comparing,0.00875,25,6.3e-05,0.398022
undiscounted,0.00665,19,2.3e-05,0.387653
generate,0.00595,17,1.4e-05,0.386865
review,0.0063,18,3.2e-05,0.375033
indefinite,0.010851,31,3.8e-05,0.403246
lived,0.018551,53,0.000325,0.413758
impaired,0.013301,38,6.8e-05,0.396861
difference,0.015401,44,0.000123,0.41322
subjective,0.0063,18,1.9e-05,0.383079
statutory,0.007,20,4.9e-05,0.382925
deduction,0.0063,18,0.000128,0.391048
taxed,0.00315,9,1.9e-05,0.356323
settlement,0.024151,69,0.000644,0.427119
evaluating,0.016101,46,7e-05,0.415141
reserve,0.011901,34,0.000212,0.402111
final,0.00945,27,0.000106,0.38629
refinement,0.00315,9,8e-06,0.357393
recorded,0.046202,132,0.001922,0.465992
assessing,0.011551,33,0.001979,0.405478
taxable,0.0035,10,1.2e-05,0.375181
feasibility,0.00595,17,0.000144,0.389343
realized,0.017501,50,0.000268,0.418792
corresponding,0.007,20,3.5e-05,0.391638
presented,0.027301,78,0.00077,0.445919
breakdown,0.00945,27,7e-05,0.421511
percent,0.0042,12,3e-06,0.392877
sum,0.0077,22,7e-06,0.412742
recalculate,0.00525,15,1.8e-05,0.395268
rounding,0.00805,23,1.6e-05,0.405709
tend,0.00245,7,7e-06,0.384315
brazil,0.0077,22,5.8e-05,0.394287
france,0.0014,4,0.0,0.375723
primary,0.011201,32,0.000243,0.421014
prepare,0.0035,10,3.9e-05,0.404732
conform,0.00315,9,1e-06,0.352847
presentation,0.016101,46,0.000552,0.433207
digit,0.00105,3,0.0,0.336712
double,0.00105,3,0.0,0.336712
summarizes,0.030452,87,0.0007,0.45263
normally,0.0028,8,1e-06,0.373025
unallocated,0.0035,10,0.0,0.360869
contracted,0.0028,8,0.0,0.36936
discretionary,0.0084,24,1.2e-05,0.379819
alternative,0.010151,29,5.4e-05,0.409371
hedging,0.028001,80,0.000487,0.441508
pretax,0.013651,39,0.000132,0.417996
marketable,0.017501,50,0.00036,0.420209
unrealized,0.016451,47,2.7e-05,0.424013
derivative,0.041302,118,0.000595,0.455444
reconciliation,0.0021,6,2e-06,0.357527
explanation,0.0028,8,5e-06,0.363163
discus,0.0028,8,3e-06,0.364227
sheet,0.033602,96,0.000887,0.445085
allocation,0.0084,24,8e-06,0.384781
divestiture,0.010151,29,1.3e-05,0.408318
returned,0.00525,15,0.000173,0.383336
accumulated,0.026951,77,0.000326,0.433273
consisting,0.00945,27,0.000138,0.393689
grade,0.00315,9,9e-06,0.375476
allows,0.0063,18,3.5e-05,0.386081
lending,0.011551,33,8.5e-05,0.403531
periodically,0.0063,18,5.5e-05,0.390247
loaned,0.0056,16,2.9e-05,0.388496
overnight,0.00315,9,1e-06,0.361234
collateral,0.019251,55,0.000319,0.436516
liquid,0.0063,18,3.5e-05,0.385248
creditworthy,0.0035,10,4e-06,0.34948
counterparties,0.021351,61,0.000762,0.431506
custodian,0.0035,10,6e-06,0.354951
minimum,0.010851,31,0.000167,0.406864
define,0.0028,8,1e-06,0.354775
reconciles,0.00315,9,2e-06,0.37027
linearity,0.0035,10,1.8e-05,0.377261
receivable,0.029401,84,0.000956,0.439606
receivables,0.065803,188,0.001315,0.479684
intent,0.007,20,0.000232,0.368693
stated,0.0077,22,5.5e-05,0.386708
deducting,0.00315,9,1e-06,0.35811
repaying,0.0028,8,1e-06,0.36344
calculated,0.00875,25,4.2e-05,0.395597
regarded,0.0035,10,6e-06,0.366611
isolation,0.0035,10,1.2e-05,0.368028
calculate,0.0035,10,1.2e-05,0.358514
approval,0.0035,10,0.0,0.377511
finished,0.00455,13,9.1e-05,0.38447
securing,0.0028,8,2.3e-05,0.354027
noncancelable,0.011551,33,0.000148,0.404732
unconditional,0.00665,19,5e-06,0.38231
collateralized,0.00455,13,1e-06,0.400926
underlying,0.018551,53,0.000404,0.44226
revolving,0.00735,21,1.8e-05,0.376317
ranging,0.00665,19,1e-05,0.390354
derecognized,0.00245,7,0.0,0.347313
true,0.00315,9,1e-06,0.360005
called,0.0042,12,0.0,0.368788
nonpayment,0.00315,9,0.0,0.355658
immaterial,0.0028,8,9e-06,0.361646
defer,0.0063,18,0.000196,0.370943
removed,0.0014,4,0.0,0.354687
borrowing,0.012951,37,0.000201,0.408143
payable,0.020651,59,0.00015,0.432944
semiannually,0.00245,7,1e-06,0.349011
redeemable,0.0035,10,2.7e-05,0.36215
whole,0.00805,23,5.7e-05,0.386499
premium,0.00455,13,4e-06,0.361737
covenant,0.010851,31,7.3e-05,0.392553
proceeds,0.007,20,2e-06,0.390087
institutional,0.00245,7,1e-06,0.345633
lender,0.00945,27,0.00045,0.389609
scheduled,0.00875,25,0.000104,0.414178
expire,0.00665,19,1.8e-05,0.38185
ratio,0.00945,27,9e-05,0.390034
borrowed,0.0028,8,3e-06,0.357393
accrue,0.00735,21,1.1e-05,0.39505
libor,0.00245,7,0.000422,0.362425
highest,0.016101,46,0.000468,0.407852
prime,0.0028,8,5e-06,0.35094
euro,0.00175,5,0.0,0.317727
euribor,0.0021,6,0.0,0.317762
yen,0.0028,8,0.0,0.317833
tibor,0.0028,8,0.0,0.317833
pound,0.00245,7,0.0,0.317798
sterling,0.0021,6,0.0,0.317762
sonia,0.0021,6,8e-06,0.317762
spread,0.0035,10,2e-06,0.369503
poor,0.0035,10,2e-06,0.383696
moody,0.00315,9,1e-06,0.38739
linked,0.0035,10,0.0,0.364274
metric,0.011551,33,3.6e-05,0.40826
upward,0.00315,9,2e-06,0.35996
downward,0.00315,9,3e-06,0.356947
indicator,0.0035,10,1e-06,0.36446
foam,0.0035,10,0.0,0.359326
extend,0.007,20,3.6e-05,0.399972
noncurrent,0.013301,38,0.000108,0.422821
recurring,0.00805,23,5.2e-05,0.398688
analyzed,0.0035,10,7e-06,0.370702
conjunction,0.0035,10,5e-06,0.372102
budgeting,0.0035,10,7e-06,0.364739
consistent,0.010151,29,0.000118,0.39986
authorization,0.00595,17,1e-06,0.376416
instrument,0.043052,123,0.00125,0.456755
cut,0.0007,2,0.0,0.337787
aggregated,0.0035,10,1.1e-05,0.359824
column,0.0035,10,1.2e-05,0.360596
milestone,0.0056,16,4e-06,0.405133
funded,0.00315,9,0.0,0.355968
unconsolidated,0.0056,16,9e-06,0.372102
beneficiary,0.00245,7,7e-06,0.355172
consolidate,0.00035,1,0.0,0.319111
generated,0.00525,15,1.2e-05,0.383438
satisfy,0.00665,19,6.9e-05,0.385092
domestically,0.00315,9,5e-06,0.354775
person,0.015751,45,0.00108,0.394287
preserving,0.0035,10,9e-06,0.372005
sharp,0.0035,10,7e-06,0.381748
conversely,0.0028,8,1e-05,0.373171
designated,0.021001,60,0.00035,0.434922
utilize,0.00315,9,6e-06,0.346303
leveraged,0.0035,10,2.2e-05,0.380426
immediate,0.0035,10,9.3e-05,0.371425
parallel,0.0035,10,5.8e-05,0.36238
yield,0.012251,35,0.000644,0.40456
curve,0.0035,10,2.9e-05,0.339553
minus,0.00805,23,0.000255,0.382463
bps,0.00875,25,6.9e-05,0.401659
hedged,0.020301,58,5.3e-05,0.413638
invested,0.0056,16,0.000254,0.392445
evaluation,0.016101,46,0.000315,0.426928
notional,0.0056,16,1.2e-05,0.376565
denominated,0.010151,29,6.6e-05,0.405536
strengthens,0.00315,9,7e-06,0.346009
strengthening,0.0035,10,8e-06,0.360596
raise,0.0035,10,6.8e-05,0.398521
reduces,0.0035,10,0.000146,0.394668
weaker,0.0035,10,6.3e-05,0.373757
opposite,0.00315,9,3e-06,0.342197
precise,0.00315,9,3e-05,0.341706
influenced,0.0035,10,1.2e-05,0.37186
hedge,0.029751,85,0.000447,0.436783
horizon,0.0035,10,1.1e-05,0.3591
offsetting,0.0091,26,0.000108,0.38718
significance,0.00315,9,3e-06,0.35811
functional,0.007,20,4e-05,0.392283
speculative,0.00455,13,3.5e-05,0.37796
opinion,0.023101,66,0.001011,0.428207
audited,0.0063,18,2.9e-05,0.386447
committee,0.0084,24,3.1e-05,0.388021
sponsoring,0.00455,13,5e-06,0.370846
treadway,0.00525,15,2.9e-05,0.385977
coso,0.0049,14,7.2e-05,0.36855
fairly,0.0063,18,2e-06,0.385404
maintained,0.012601,36,0.000188,0.406864
express,0.0028,8,2e-06,0.369838
pcaob,0.0077,22,7.2e-05,0.395214
misstatement,0.00735,21,9e-06,0.385144
fraud,0.0049,14,7e-06,0.375773
performing,0.012951,37,0.000164,0.415503
examining,0.0035,10,3e-06,0.365626
understanding,0.0021,6,1e-06,0.36005
exists,0.00875,25,9e-05,0.399078
assessed,0.021001,60,0.000343,0.428657
pertain,0.0035,10,0.0,0.362471
disposition,0.0091,26,9e-06,0.39505
permit,0.00455,13,3e-06,0.37027
prevention,0.0035,10,0.0,0.363209
prevent,0.00665,19,1e-06,0.375526
inadequate,0.0035,10,0.0,0.379416
communicated,0.00735,21,2.5e-05,0.395542
relates,0.0056,16,5.4e-05,0.398077
alter,0.0035,10,7e-06,0.366188
communicating,0.0035,10,8e-06,0.364739
assesses,0.00035,1,0.0,0.329831
recognizes,0.00175,5,0.000142,0.3582
applies,0.00875,25,0.000148,0.409312
auditor,0.00455,13,3.8e-05,0.373318
forming,0.00315,9,0.0,0.362748
completeness,0.00105,3,0.0,0.337468
accuracy,0.00455,13,3.8e-05,0.371087
pricewaterhousecoopers,0.00315,9,2.6e-05,0.344217
accountability,0.0035,10,2.1e-05,0.377162
objectivity,0.0035,10,1.2e-05,0.363671
integrity,0.0098,28,0.000327,0.402735
accurate,0.0035,10,3e-05,0.383181
maintains,0.0035,10,1.7e-05,0.356991
ethical,0.0063,18,6e-05,0.378561
compliant,0.0028,8,1.9e-05,0.341094
listing,0.00245,7,0.0,0.339715
enhancing,0.0035,10,5.8e-05,0.357393
understand,0.0035,10,9e-06,0.350767
embrace,0.0035,10,3e-05,0.350294
fiduciary,0.0035,10,3.3e-05,0.352411
dedicated,0.007,20,0.000373,0.386238
ensuring,0.0035,10,5.4e-05,0.363116
establishing,0.0028,8,2e-06,0.365532
participation,0.0077,22,6e-05,0.394613
concluded,0.00945,27,0.000254,0.405882
harles,0.00735,21,0.000188,0.38582
obbins,0.00665,19,0.000116,0.383902
cott,0.00105,3,0.0,0.288557
erren,0.0007,2,0.0,0.288091
preferred,0.0084,24,8.2e-05,0.395926
deficit,0.0042,12,0.0,0.365112
basic,0.0077,22,0.000169,0.394831
reclassified,0.0098,28,2.5e-05,0.384057
translation,0.015051,43,0.00017,0.40791
actuarial,0.0049,14,6e-06,0.370943
reconcile,0.0021,6,0.0,0.362471
depreciation,0.012251,35,4e-05,0.401772
repurchased,0.007,20,1.6e-05,0.379265
original,0.0091,26,4.1e-05,0.401377
repayment,0.00245,7,0.0,0.354907
beginning,0.015751,45,0.000356,0.435452
retained,0.0035,10,2e-06,0.36192
declared,0.0049,14,0.0,0.374149
ending,0.0049,14,8.4e-05,0.374934
last,0.0028,8,3.2e-05,0.375723
saturday,0.0028,8,1.2e-05,0.375921
eliminated,0.0028,8,5e-06,0.361875
voting,0.0063,18,7.4e-05,0.371957
attributed,0.00525,15,1.8e-05,0.372587
reclassification,0.00525,15,0.0,0.394668
evaluated,0.00735,21,0.000119,0.410725
subsequent,0.011551,33,0.000102,0.405766
mortgage,0.00595,17,4e-06,0.38447
backed,0.0056,16,2e-06,0.383541
custody,0.0035,10,1.5e-05,0.380021
aoci,0.011901,34,1.4e-05,0.388707
determinable,0.00665,19,9.8e-05,0.387442
rdfv,0.0049,14,1.3e-05,0.382105
qualifying,0.00315,9,1.6e-05,0.373025
nav,0.00525,15,1.3e-05,0.371232
expedient,0.0042,12,7e-06,0.366941
exert,0.00315,9,4e-06,0.370606
investee,0.0063,18,9.9e-05,0.38504
amortized,0.015751,45,0.000693,0.424959
oci,0.0035,10,2.8e-05,0.373953
prospect,0.00245,7,1e-06,0.380477
realizable,0.0049,14,0.0,0.386656
computed,0.014001,40,0.000409,0.400982
approximates,0.00665,19,2.2e-05,0.379265
charged,0.0035,10,0.0,0.387232
restoration,0.00315,9,0.0,0.36836
newly,0.00315,9,0.0,0.368883
supportable,0.0035,10,0.0,0.369074
estimation,0.00245,7,4e-06,0.359461
collectibility,0.00315,9,8e-06,0.361371
pooling,0.00315,9,9e-06,0.361371
characteristic,0.0063,18,7e-06,0.381544
collective,0.00315,9,4e-06,0.365813
lowest,0.00525,15,2.8e-05,0.383336
representing,0.0056,16,8.6e-05,0.385144
multiplying,0.00315,9,4e-06,0.360641
probability,0.00595,17,3.7e-05,0.386081
default,0.013651,39,0.000159,0.41623
frame,0.0028,8,2e-06,0.371473
collected,0.00595,17,1.7e-05,0.37796
pool,0.0028,8,1e-06,0.36746
sovereign,0.00315,9,5e-06,0.384678
updated,0.0035,10,1.8e-05,0.382258
four,0.0049,14,1.1e-05,0.371908
aged,0.0028,8,2e-06,0.350853
unless,0.00665,19,3.8e-05,0.361143
nonaccrual,0.0084,24,6.2e-05,0.380325
delinquent,0.00315,9,3e-06,0.378461
vehicle,0.0035,10,3.1e-05,0.370991
terminate,0.011901,34,0.000421,0.413878
exercise,0.0028,8,1.5e-05,0.349608
lessee,0.00385,11,1.6e-05,0.366846
commencement,0.0091,26,5.3e-05,0.398911
rou,0.00525,15,1.2e-05,0.381187
incremental,0.007,20,9.7e-05,0.39505
lessor,0.0084,24,0.000189,0.402621
inception,0.0056,16,6.3e-05,0.394232
bundled,0.0035,10,2.2e-05,0.387811
behavior,0.0035,10,3.5e-05,0.388338
reviewed,0.00665,19,0.000101,0.393689
chooses,0.00315,9,1.1e-05,0.379315
straight,0.00315,9,1.1e-05,0.361188
leasehold,0.00455,13,8.9e-05,0.366235
computer,0.0035,10,0.0,0.359145
furniture,0.0049,14,8e-06,0.390941
fixture,0.0056,16,1.1e-05,0.392931
tangible,0.0049,14,1e-06,0.373025
ipr,0.014001,40,7.9e-05,0.413758
capitalized,0.013651,39,0.000207,0.409136
thereafter,0.0091,26,4.9e-05,0.384833
amortizable,0.0028,8,0.0,0.346009
tested,0.00315,9,5e-06,0.355348
dictate,0.0035,10,9e-06,0.3582
written,0.0035,10,3e-06,0.357841
carried,0.00665,19,4.5e-05,0.379668
recoverable,0.00315,9,1e-06,0.360232
eventual,0.0035,10,1.4e-05,0.371763
disposed,0.0028,8,1e-06,0.357706
permitted,0.00315,9,1e-05,0.365766
advantageous,0.0014,4,0.0,0.352934
transact,0.0021,6,7e-06,0.355924
maximize,0.00315,9,1e-06,0.350552
unobservable,0.010501,30,0.000276,0.396971
establishes,0.0028,8,4e-06,0.365112
hierarchy,0.00875,25,0.000142,0.394886
categorization,0.0028,8,4e-06,0.380325
